PDF Path,Text
52.pdf,"""INTRODUCTION

The Investigation Task Force (ITF) Kosovo conducted an investigation into the circumstances surrounding a UNMIK Bank Account opened at a Bank in Pristina. This investigation was triggered by a forensic audit report of Public Enterprise Airport Pristina (PEAP) released in February 2003 by the Chartered Accountants.

The activities of the Pristina Airport fall under the control of the Kosovo Trust Agency (KTA) and UNMIK Pillar IV, which is administered by the European Union. Investigations into allegations of fraud and corruption involving UNMIK, its pillars, and other organisational structures, as well as the Provisional Institutions of Self-Government (PISG) and independent bodies and offices established pursuant to the Constitutional Framework for Provisional Self-Government in Kosovo, fall within the purview of ITF as laid out by the Executive Decision on the Establishment of the Investigation Task Force UNMIK/ED/2003/16, dated 21 October 2003."""
52.pdf,"""BACKGROUND INFORMATION

The DCDM Audit Report 2002/3 highlighted a possible problem with a UNMIK Bank Account, which has been termed the “Company Account”. It was alleged that there was only one signatory to this account (Staff Member 1) and that the interest from this account was going to an unidentified private account.

INVESTIGATIVE DETAILS

The ITF Investigators established that on 13 and 20 July 2001, UNMIK and the Company signed a contract “Relating to the Supply of Aviation Fuel and the Refueling of Commercial Civilian Aircraft at Pristina Airport”. As of 03 March 2004, this Contract was amended, so that the Company also commenced supplying aviation fuel and refueling services to military and non-commercial aircraft."""
60.pdf,"""ALLEGATIONS OF CONFLICT OF INTEREST AND ABUSE OF AUTHORITY BY SENIOR OFFICIAL 1, UNMIL

The Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received information that a Senior Official for the United Nations Mission in Liberia (SRSG UNMIL) was involved in business dealings with a businessman operating in Liberia, and had abused his authority UNMIL to the benefit of either himself or of the businessman.

The evidence adduced by the investigation, does not support the allegations. The ID/OIOS investigation found no evidence that the Senior Official was involved in business dealings with the businessman, nor that he had abused his authority to the benefit of either himself or of the businessman."""
63.pdf,"""II. BACKGROUND INFORMATION

UNMIL was established on 19 September 2003 by Security Council Resolution 1509. Officer 1 was responsible for establishing the UNMIL Fuel Cell at the start of the mission, having previously served as an Officer with the Mission des Nations Unies au République Démocratique de Congo (MONUC). During the time he served as an officer of the UNMIL Fuel Cell, the unit consisted of himself and 20 other staff members (four International staff and the remainder National staff). Officer 1 left UNMIL and the United Nations on 30 June 2004. His replacement, Officer 2, took over the post on 8 July 2004.

In January and February 2004 an audit of ""Fuel Management in UNMIL"" (Reference AP2004/626/05) was conducted by IAD1/OIOS."""
69.pdf,"INTRODUCTION
On 13 February 2005, the Investigations Division of the Office of Internal Oversight Services (ID/OIOS) received a request from UNON Official 1 to inquire into allegations that locally recruited United Nations Office at Nairobi (UNON) staff may have engaged in improper conduct by submitting fraudulent letters of appointments showing longer contract duration dates to obtain loans from the United Nations Co-operative Savings and Credit Society Limited (UN-SACCO), which operates within UNON premises. The request was prompted by an earlier report submitted to UNON Management by UNON Official 2, on a scheme whereby locally recruited staff members from the Nairobi-based United Nations Children’s Fund/Somalia Support Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent letters of appointments to UN-SACCO. The primary concern of UNON Management was that a similar fraudulent scheme might have spread to UNON and other Nairobi based United Nations Agencies."
69.pdf,"The request was prompted by an earlier report submitted to UNON Management by UNON Official 2, on a scheme whereby locally recruited staff members from the Nairobi-based United Nations Children’s Fund/Somalia Support Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent letters of appointments to UN-SACCO. The primary concern of UNON Management was that a similar fraudulent scheme might have spread to UNON and other Nairobi based United Nations Agencies. At the time of the request, two ID/OIOS Investigators were on mission to Nairobi on another matter, but given the concerns expressed by UNON Managers, the ID/OIOS Investigators were directed by ID/OIOS Management to look into this matter with celerity, and did so, from 14 through 18 February 2005. The purpose of this report is to present the findings of the preliminary ID/OIOS Investigation together with recommendations for appropriate action by UNON Management."
69.pdf,"ID/OIOS could not interview all UNICEF staff or former staff involved in the fraud. For example, one staff member passed away and another, who had left UNICEF, declined the interview. In addition, the UNICEF inquiry was not final and information obtained primarily through the interviews of UNICEF staff by ID/OIOS suggested that there might be more UNICEF staff involved than initially envisaged. During their interviews with ID/OIOS, the concerned UNICEF staff confirmed that they misused UNICEF letterhead and official seal, indicated that they forged the signature of a UNICEF Operations officer and that they provided UN-SACCO with incorrect information about the duration of their contracts in order to obtain loans. All of them mentioned the ease with which they accessed official UNICEF stamps, stationeries and computers, although given the limited responsibilities of some of them, for example, the drivers, such access should not have occurred.
Further, most interviewees stated that they acted alone and, with one exception, all denied that either their UNICEF or UNON colleagues assisted them in their fraudulent activities or had been otherwise aware of or involved in such improper actions."
69.pdf,"Further, whenever the ID/OIOS Investigators noted apparent irregularities concerning letters of appointments or other similar documents produced by these staff to UN-SACCO, for example letters suggesting that their contracts would be renewed beyond the expiration date of their contracts, the ID/OIOS officers made copies of those documents and compared them with the corresponding documentation available in the Official Status Files of those staff and/or confirmed with UNON officials whose signatures appeared on those letters that they had indeed signed them. The ID/OIOS Investigators noted with concern that in January 2005, one Senior UNEP Manager had informed UN-SACCO management that the contract of a particular staff member is likely to be extended for a further two years, subject to satisfactory performance. During the manager’s interview with ID/OIOS, s/he admitted s/he had written a letter at the request of the staff member and advised that such letters are sometimes provided to UN-SACCO so that locally recruited staff can obtain loans. ID/OIOS cautions managers that the issuance of these letters may give the impression that a staff member’s contract will be renewed."
69.pdf,"Interviews with UN-SACCO and UNON staff UN-SACCO and UNON staff members interviewed by the ID/OIOS Investigators provided general information about their operations and otherwise cooperated with the ID/OIOS inquiry by providing unhindered access to their files. However, these interviews did not produce conclusive information to either suggest or completely rule out improper conduct on the part of UNON staff members. Additional Investigative steps Documentation obtained from UN-SACCO shows that about 2,500 staff members from UNON and other United Nations related organizations have requested and obtained UN-SACCO loans, about one thousand of whom are UNON staff. Given the large number of records to review, which would then need to be compared to similar records from UNON, and the absence of any identified subjects, the ID/OIOS Investigators decided to do a thorough review of a sampling of cases. Files were selected for review where the loan amount was high, the duration of the contract long, or the applicant was also a guarantor on other loans."
69.pdf,"The Administrative Officer requested a copy of the appointment letter and found that it was fraudulent, in that the date of the expiration of the contract was false and the signature of a UNICEF Operations Officer named in the letter was forged. Upon further inquiries from UN-SACCO managers, UNICEF/Somalia Management started an inquiry and found that other UNICEF/Somalia staff members had obtained similarly improper loans. UNICEF/Somalia has only approximately 20 staff members. The results of this inquiry were described in a “Report on the preliminary investigation of a case of fraudulent signatures and use of office stationary and official seal – UNICEF Somalia, Nairobi”, dated 11 February 2005, which included copies of the false letters of appointment and written statements of several locally recruited UNICEF staff who admitted their improper conduct. (Attachment 5)"
69.pdf,"To obtain an individual loan, a staff member is required to complete either a “Loan Application & Loan Agreement Form” (Attachment 3) or an “Instant Loan Facility Application & Agreement Form” (Attachment 4). The staff member must attach to his/her request documents including copies of his/her latest payslip, National Identification Card or Passport and a copy of his/her letter of contract. A copy of the letter of contract is required to ensure that the applicant holds a valid contract, which covers the agreed period of time for the repayment of the loan. The benefit of a longer contract is that it permits repayment in lesser amounts over a longer period of time. To ensure guarantee of repayment, the applicant must provide up to six guarantors in the event of the borrower’s default. The guarantors must also be UN SACCO members. The applications for loans are reviewed by UN-SACCO staff and a Credit Committee, which approve, defer, or reject the application."
73.pdf,"""VIII. RECOMMENDATIONS

Based on the findings of this report, ID/OIOS recommends the following corrective actions:

Recommendation 1: It is recommended that UNON takes appropriate action against the UNON/ITS Staff Member. (ID Rec. No. IV03/575/01)

Recommendation 2: It is recommended that UNON takes corrective measures to ensure that the UNON/ITS Staff Member refund the money s/he collected from UNPOS. (ID Rec. No. IV03/575/02)

Recommendation 3: It is recommended that UNON and UNPOS administration instructs staff on the necessity that procurement procedures be followed. (ID Rec. No. IV03/575/03)

Recommendation 4: It is recommended that UNON issues advice to staff and UNON-based agencies emphasizing the necessity of submission of written requests for services. (ID Rec. No. IV03/575/04)

Recommendation 5: It is recommended that UNON administration shares the findings of this report with the Representative of the Secretary General, UNPOS. (ID Rec. No. IV03/575/05)"""
73.pdf,"""VI. FINDINGS

The UNON/ITS Staff Member had intended to use expensive equipment from the UNON workshop, but did not receive permission to do so from his/her supervisor prior to his/her arrangement with UNPOS. When the UNON Official learned of these arrangements, s/he told the UNON/ITS Staff Member the equipment could not be used by UNPOS and that a request for extension of the satellite link must go though the proper channels.

UNPOS did not receive an extension of its satellite link to the residence and the UNON/ITS Staff Member did not return the money paid him/her.

VII. CONCLUSION

By personally undertaking to extend the satellite link to the RSG residence, receiving money for said undertaking, failing to provide the satellite link and refusing to return the money paid to him/her, the UNON/ITS Staff Member acted contrary to his/her obligations under Staff Regulation 1.2

By personally undertaking to extend the satellite link to the RSG residence, the UNON/ITS Staff Member acted contrary to his/her obligations under The Financial Regulations and Rules of the United Nations ST/SGB/2003/7, Regulation 5.12."""
8.pdf,"METHODOLOGY

This investigation was conducted pursuant to Executive Decision No 2003/16 on the establishment of the Investigation Task Force. The ITF investigators conducted an enquiry into the allegations raised by interviews with persons indicated to be witnesses and persons potentially implicated in the allegations; by obtaining documents from the Pristina Airport administration and from Pillar IV, which were then analysed for relevance to the inquiry at hand.

BACKGROUND INFORMATION

Pristina International Airport constitutes a state owned enterprise under Yugoslavian law. The assets of the airport include the runways, terminal buildings, hanger, fuel storage facilities and equipment. During the period covered by this investigation, from 2001 until 2003, they were maintained by the Public Enterprise Airport Pristina, (PEAP) in cooperation with Military Units of the Kosovo Force (KFOR). Pursuant to United Nations Security Council Resolution 1244 dated 10 June 1999, and UNMIK Regulation No 1/1999 dated 25 July 1999.
UNMIK is mandated to administer the territory of Kosovo, including state owned and publicly owned assets. This includes Pristina International Airport.

Until the end of June 2002, responsibility for the administration of the Pristina Airport was entrusted to the Civil Administration Pillar (Pillar II) of UNMIK, including Official 1 and Official 2. Pillar II supervised the Department of Transport and Infrastructure (DOTI) Official 1. The DOTI was later known as the Transport Sector of the UNMIK Directorate of Infrastructure Affairs. DOTI Official 1 left UNMIK at the end of June 2002. DOTI Official 2 was recruited by the DOTI as an international staff member on 31 July 2000 in charge of airport operations, reporting to DOTI Official 1, and continued in this role until 30 September 2001. Engineering expertise was provided by a series of engineers seconded from the armed forces of a United Nations member state, specifically Airport Engineer 1, Airport Engineer 2 and Airport Engineer 3 and later by the Consultant from the Consulting Firm.

On 1 July 2002, the responsibility for the administration of the Airport passed from Pillar II to the Kosovo Trust Agency (KTA) and Pillar IV. The Divisional Manager was appointed to the Airport Sector, KTA at the same time. Under him were the PEAP Official and the Air Traffic Control Services (ATCS) Official 1.

On 1 April 2004 Pristina International Airport, which had until that time been under the jurisdiction of KFOR was handed over to civilian jurisdiction, under ICAO regulations.

It is against this background of change that procurement procedures relating to the following contract have been examined."
82.pdf,"In February, 2002, DPKO Communications and Technology Services Division (CITS) sought to obtain a new systems contract for laptop computers. Mr. Cabrera was the procurement officer in the procurement department (PD) assigned to this matter. The Chief of CITS communicated his request to PD, and on February 25, 2002 an expression of interest was issued by PD. An invitation to bid followed on April 15, 2002 which was transmitted to 36 vendors from nine countries. CITS advised PD that they desired only “IBM, Dell and Compaq” based on ITSD standards for desktop computers. On the other hand, PD and the Information Technology Services Division (ITSD), involved in the process by Mr. Bahel, recommended adding Toshiba, Sony, Fujitsu and NEC to the list. In a subsequent exchange of emails between PD and the requisitioner (CITS and ITSD), CITS continued to assert that they sought only the three major brands of computers to avoid “inferior products,” laptops from “questionable manufacturers,” “clones” and “home built computers.” Ultimately, however, CITS agreed that they were amenable to expanding the field to include other major brands of computer manufacturers who were recognized industry leaders. As a result, on April 24, 2002, the case officer, Mr. Cabrera, issued a bid amendment notification to the vendors correcting the anticipated quantity of the computers sought, and clarifying that that only “Compaq, Dell, IBM, Toshiba, Sony, Fujitsu and NEC” brands would be considered for solicitation."
82.pdf,"This is a report dealing with the matters raised (1) in the audit report dated 26 January 2006 PD/155/02 and (2) raised in other referrals concerning Mr. Walter Cabrera, procurement officer, Headquarters Procurement Section, at relevant times. The following sets forth the findings of the Procurement Task Force concerning United Nations staff member Walter Cabrera. INTRODUCTION The Procurement Task Force was created on January 12, 2006 to address all procurement matters referred to the Office of Internal Oversight Services (OIOS). The creation of the Task Force was the result of perceived problems in procurement identified by the Independent Inquiry Committee into the Oil for Food Programme (IIC), and the arrest and conviction of UN procurement officer Alexander Yakovlev."
82.pdf,"Under its Terms of Reference, the Task Force operates as part of OIOS, and reports directly to the Under Secretary General of OIOS. The remit of the Task Force is to investigate all open and pending procurement cases, including all matters involving the procurement bidding exercises, procurement staff, and vendors doing business with the United Nations (hereinafter “UN” or “Organization”). The mandate of the Task Force also includes a review in some procurement matters which have been closed, but it is nevertheless determined that further investigative effort is warranted. The Task Force’s investigations have also focused upon a myriad of individuals and vendors doing business with the Organization. Some of these matters are particularly complex and span significant periods of time. Since its inception, more than 200 matters, involving numerous procurement cases in various UN Missions and UN Headquarters have been referred to the Task Force. The Task Force will report on matters individually. The Task Force has given priority to the matters involving the eight staff members placed on special leave with pay."
82.pdf,"The purpose of this report is to address the matters raised in the audit findings of January 2006 concerning Walter Cabrera, a United Nations procurement officer, and another matter brought to the attention of the Task Force through a separate referral. First, Mr. Cabrera is alleged to have improperly provided notification to a prospective vendor that approval had been granted in favor of the vendor, Thunderbird LLC (Thunderbird) for a contract to provide manpower support in UN Missions, prior to the official award of the contract. Secondly, the audit report found that Cabrera engaged in misconduct in connection with the procurement exercises in substantial contracts ultimately awarded to the firm Telecommunications Consultants of India (TCIL). The audit report found significant fraud indicators in connection with the procurement exercises in these contracts, a conclusion with which the Task Force agrees. (The Task Force will report on these issues in much more detail in a subsequent report addressing related matters). However, the focus of this report is upon the conduct of Mr. Cabrera individually, and whether Mr. Cabrera acted improperly in his participation in these matters."
82.pdf,"However, the investigation has revealed Mr. Bahel’s personal involvement in ensuring that the vendor, Thunderbird, received advanced notice of the likely award. Other than the HCC secretary, Mr. Bahel is also the only individual associated with the request for expedited approval in a position to seek it. The need for expedited approval for Thunderbird in the first instance and the effort to notify Thunderbird quickly of a likely award is questionable in light of the fact that in the same HCC meeting the current vendor, IECS, was granted an extension to continue for an additional two months, and that Thunderbird had failed to submit audited financial statements and was given an additional four weeks to accomplish the task. (However, Thunderbird took over eight weeks to file the forms). Thus, the basis for the intensive effort by Mr. Bahel to notify Thunderbird is problematic, especially in light of the fact that Thunderbird’s application was still not yet complete. Curiously, there is no request for advanced notification to IECS of the expedited approval of their extension.
While the minutes of the HCC meeting were pending and not yet finalized, however, a one page form had been issued by the HCC granting expedited approval for both the continuation of the current contractor, and for the replacement, Thunderbird. The circumstances surrounding the creation of this form and the request for expedited approval in the first instance are troubling, and are a continued subject of the Task Force’s investigation. However, at present, there is no evidence in the possession of the Task Force which demonstrates Mr. Cabrera participated in this aspect of the matter."
82.pdf,"After the HCC presentation, Mr. Bahel, who was scheduled to leave New York for annual leave, convened a meeting with Ms. Jane Redfern, a UN procurement officer, and Mr. Walter Cabrera prior to his departure. In this meeting, Mr. Bahel instructed them to notify Thunderbird of the recommendation to award the contract to them. According to Mr. Cabrera, he understood that he was not able to provide a Letter of Intent (LOI) to Thunderbird, but was able to give verbal notification of the HCC’s action based upon the document issued by the HCC. Mr. Cabrera’s understanding that this action was permissible was based upon the fact that his supervisor, Mr. Bahel, directed him to do it, as well as his independent understanding at the time. At the direction of Mr. Bahel, Mr. Cabrera did in fact notify Mr. Nishan Kohli that the HCC had recommended that the contract be awarded to Thunderbird and that Thunderbird would likely receive the contract. Mr. Cabrera asserts that he further notified Mr. Kohli that PD could not issue an LOI prior to receiving the approved HCC minutes and formal award of the contract. (Mr. Kohli’s explanation of the events in his written submission to the Organization through his attorney materially differs, however the Task Force does not find Mr. Kohli’s representations credible)."
82.pdf,"On July 18, 2002, Sanjaya Bahel, the Officer in Charge of Procurement at the time, recommended the award to TCIL for a systems contract in the amount of US$5,340,000. In the presentation of the matter to the HCC, officials questioned the basis for limiting the bidding exercise to the three specified brands and intimated that the PD violated UN rules and regulations by the use of brand names in its ITB. Email communication after the event describes a circumstance in which DPKO officials are questioned about the limitation of the re-solicitation to the three preferred brands. The HCC stated that “were it not for the imminent loss of funds, the Committee would have recommended that a re-bidding exercise be conducted inviting all brands of laptops that met the UN’s requirement.” Nevertheless, the proposed contract award to TCIL was ultimately approved, and signed."
82.pdf,"Nonetheless, it is clear that a new invitation to bid (ITB) was issued. The basis for this renewed ITB however is not clear, nor is the identity of the individual(s) who sought it. The Task Force has not identified any evidence to support a finding that Mr. Cabrera was involved in the decision and the documents demonstrate that Mr. Cabrera continued to maintain a dialogue with DPKO concerning its requests. Further, the Task Force has not identified evidence which suggests Mr. Cabrera sought to cancel the bid, and then seek a re-bidding exercise. The investigation has revealed however that Mr. Cabrera’s supervisor, Sanjaya Bahel, was intimately involved in the matter, and interjected himself in it, communicating with ITSD officials and DPKO officials. The DPKO official referred to above stated that he had conversations with Mr. Bahel in which Mr. Bahel confirmed that PD was of the view that there was a technical issue with LaCresta’s bid, and there should be a new bidding exercise."
82.pdf,"The facts of this matter as they relate to Mr. Cabrera are not in dispute. In May, 2002, Thunderbird LLC (Thunderbird), through Mr. Nishan Kohli, its Managing Partner, had submitted an application in support of registering with the Organization as a vendor authorizing it to submit proposals on upcoming UN contracts. In July, 2002, after successfully being registered by PD, Thunderbird, through Nishan Kohli, submitted a proposal for the supply of engineering manpower to various UN Missions in response to the RFP issued by the Procurement Department. Ultimately, Mr. Sanjaya Bahel, Chief of Field Procurement, had made a presentation to the Headquarters Committee on Contracts (HCC) in favor of the award to Thunderbird. The matter had not been assigned to Mr. Cabrera until late December, 2002, and he was involved in the case only peripherally until that time."
82.pdf,"Procurement Department officials concede that at this point there was no further issue and there was no justification not to award the contract to LaCresta. Indeed, no justification is provided to La Cresta, or found in the file. It seems that La Cresta was not formally informed of the cancellation. (Typically the case officer maintains the responsibility for communicating the cancellation to the vendor.) In this case, there is no correspondence in the case file from procurement to the vendor notifying them of the cancellation. A DPKO official involved in the process has informed the Task Force that in conversations with PD in this interim period, it was represented to him that PD had expressed a view that there was an “issue” with LaCresta’s submission. According to the official, the Procurement Department suggested a re-bid because of a “technicality.” While the official objected, he was told that because the matter is a commercial one it is only within PD’s prerogative to cancel the bid on the basis of commercial non-compliance. This explanation is not persuasive as there was no commercial or technical issue with LaCresta’s bid. DPKO had found La Cresta to be compliant and the firm was the lowest bidder. Mr. Cabrera agrees that the reasoning proffered by PD to the DPKO official is not sound, but takes issue with any claim participation by him in the exchange or decision."
89.pdf,"""Another proposed topic was efforts by the European Aeronautic, Defense, and Space Corporation (EADS) to win a tanker aircraft contract with the U.S. military. Vimont revealed cryptically that the deal is moving forward but did not provide any details. Levitte had not expected to put the labeling dispute with Pernod Ricard (the world's second largest spirits group) on the agenda, but Sarkozy had just spoken to the company's chairman who had asked the president to intercede on his behalf. (COMMENT: Patrick Ricard, chairman of the Pernod Ricard board of directors, is said to be one of Sarkozy's wealthy backers.) Vimont characterized the issue as a very political matter in the U.S., and suggested that a direct appeal to the White House might be useful. While Sarkozy intends to broach the issue with the U.S. President, Levitte will talk to the U.S. President's Economic Adviser and Deputy National Security Adviser. Finally, Levitte expected the two leaders to discuss other pressing subjects including Iran, the Middle East Peace Process, Afghanistan and Pakistan, Yemen, Somalia, the Sahel, Russia, China, Turkey, climate change, and the financial situation of several European countries; however, he provided no details on those topics."
89.pdf,"""Sensitive Issues on the Agenda When French, U.S. Presidents Meet Next Week in Washington (TS//SI//NF)

(TS//SI//NF) French President Sarkozy intends to raise a number of sensitive topics with the U.S. President when the two leaders meet in Washington on 31 March, according to an exchange last week between the French ambassador in Washington Pierre Vimont, and Sarkozy's diplomatic advisor, Jean-David Levitte. Vimont conveyed that the French President will express his frustration that Washington has backed away from its proposed bilateral intelligence cooperation agreement and Sarkozy intends to continue to push for closure. As Vimont and Levitte understand it, the main sticking point is the U.S. desire to continue spying on France. On the topic of Afghanistan, Levitte noted that Sarkozy is ready to authorize more military trainers but wants clarification on how many are needed, given the conflicting figures from U.S. sources."""
89.pdf,"""Description

Top Secret US National Security Agency report on highlights from signals intelligence intercepts of highlevel French government communications. The extract dating from March 24, 2010 summarises communications between the French Ambassador in Washington D.C. Pierre Vimont, and French President Nicolas Sarkozy's diplomatic advisor Jean-David Levitte. The report reveals various potential topics Sarkozy intended to raise with US President Barack Obama during an upcoming meeting in Washington. Topping Sarkozy's agenda is his frustration that the US has backed away from a bilaterial intelligence cooperation agreement which might restrict the US ability to continue spying on France. Other issues include the potential French commitment of military trainers to Afghanistan, a potential European Aeronautic Defence and Space Corporation (EADS) contract for tanker aircraft with the US military, and a trademark dispute concerning the French spirits company Pernod Ricard."""
9.pdf,"""INTRODUCTION

This case arises out of an audit report dated 28 February 2003 into the financial statements of Pristina International Airport conducted by the Chartered Accountants which led to an investigation concerning alleged corruption and irregularities arising in the course of procurements and contracts at Pristina International Airport.
It is alleged that a single source contract for one container was added one month after a main contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport.

METHODOLOGY

This investigation was conducted pursuant to Executive Decision No 2003/16 on the establishment of the Investigation Task Force. The ITF investigators conducted an enquiry into the allegations raised by interviews with persons indicated to be witnesses and persons potentially implicated in the allegations; by obtaining documents from the Pristina Airport administration and from Pillar IV, which were then analysed for relevance to the inquiry at hand."""
9.pdf,"""BACKGROUND INFORMATION

Pristina International Airport constitutes a state owned enterprise under Yugoslavian law. The assets of the airport include the runways, terminal buildings, hanger, fuel storage facilities and equipment. During the period covered by this investigation, from 2001 until 2003, they were maintained by the Public Enterprise Airport Pristina, (PEAP) in cooperation with Military Units of the Kosovo Force (KFOR). Pursuant to United Nations Security Council Resolution 1244 dated 10 June 1999, and UNMIK Regulation No 1/1999 dated 25 July 1999. UNMIK is mandated to administer the territory of Kosovo, including state owned and publicly owned assets. This includes Pristina International Airport.

On 1 July 2002, the responsibility for the administration of the Airport passed from Pillar II to the Kosovo Trust Agency (KTA) and Pillar IV. The KTA Divisional Manager was appointed to the Airport Sector, KTA at the same time. Under him were the PEAP Official and the ACTS Official.

On 1 April 2004 Pristina International Airport, which had until that time been under the jurisdiction of KFOR was handed over to civilian jurisdiction, under ICAO regulations.

It is against this background of change that procurement procedures relating to the following contract have been examined."""
9.pdf,"""BACKGROUND INFORMATION

Pristina International Airport constitutes a state owned enterprise under Yugoslavian law. The assets of the airport include the runways, terminal buildings, hanger, fuel storage facilities and equipment. During the period covered by this investigation, from 2001 until 2003, they were maintained by the Public Enterprise Airport Pristina, (PEAP) in cooperation with Military Units of the Kosovo Force (KFOR). Pursuant to United Nations Security Council Resolution 1244 dated 10 June 1999, and UNMIK Regulation No 1/1999 dated 25 July 1999. UNMIK is mandated to administer the territory of Kosovo, including state owned and publicly owned assets. This includes Pristina International Airport."""
91.pdf,"""Description

Interception of French Ambassador in Washington Jean-David Levitte reveals his frustration towards a report from Iraq Survey Group and its finding that the UN Oil-for-food program was possibly misused by French companies. In the interception Levitte states that it is scandalous that no U.S. companies are named in the report and claimed that many French companies named were actually subsidiaries of U.S. firms. He planned to present the list of these companies to both the U.S. Congress and the media.
  
(TS//SI) French Envoy Plans to Release List of U.S. Firms Who
Allegedly Profited From OFF

(TS//SI//REL TO USA, AUS, CAN, GBR and NZL) French Ambassador Jean­ David Levitte in Washington plans to respond as early as today to information in the Iraq Survey Group report regarding possible misuse of the UN Oil­for­Food (OFF) program by companies from France and other countries during the former Iraqi regime. The ambassador termed the report scandalous, since it named no U.S. companies and he claimed that many French companies with contracts under the OFF program were actually subsidiaries of U.S. firms that also profited from the business dealings. He therefore planned, with foreign ministry backing, to present a list of these U.S. companies to both the U.S. Congress and the media."""
